10 0.000000 0.000000 1.000000
20 0.000000 0.000000 1.000000
30 0.000000 0.000000 1.000000
40 0.001376 0.001338 0.998663
50 0.014985 0.012710 0.987403
60 0.102752 0.059385 0.946211
70 0.369725 0.204167 0.877523
80 0.813150 0.533601 0.937412
90 0.989908 0.867412 0.998748
100 1.000000 0.981843 1.000165
