10 0.000000 0.000000 1.000000
20 0.000000 0.000000 1.000000
30 0.004191 0.000162 0.999847
40 0.021450 0.003952 0.996278
50 0.097880 0.033053 0.971888
60 0.270710 0.116170 0.924358
70 0.530819 0.295974 0.881715
80 0.806706 0.627404 0.888596
90 0.969921 0.916559 0.973504
100 0.998028 0.989969 0.998078
