10 0.000000 0.000000 1.000000
20 0.000212 0.000000 1.000000
30 0.003183 0.000139 0.999866
40 0.026735 0.004197 0.996162
50 0.143433 0.038411 0.972228
60 0.382135 0.151854 0.930257
70 0.688733 0.404301 0.910610
80 0.904307 0.761060 0.935342
90 0.984087 0.959580 0.984916
100 0.999576 0.995266 0.999587
