60 0.095741 0.049685 0.955126
62 0.132334 0.068099 0.941250
64 0.175868 0.092666 0.924221
66 0.231703 0.123324 0.906778
68 0.297634 0.161159 0.890079
70 0.376025 0.209365 0.875499
72 0.474921 0.265615 0.874569
74 0.576498 0.334957 0.880132
76 0.684543 0.413407 0.901493
78 0.774132 0.497417 0.922968
80 0.849842 0.582886 0.946687
