10 0.000000 0.000000
20 0.001252 0.000000
30 0.005259 0.000094
40 0.022039 0.001268
50 0.065114 0.013453
60 0.190834 0.070624
70 0.488855 0.243473
80 0.879289 0.593867
90 0.992988 0.896178
100 1.000000 0.986359 
